"","year","firm","id","xi1","xi3","xi1_lag","xi3_lag","up1","down1","stay1","pat_app","lpat_app"
"166","1989","HYUNDAI",8,-0.72963713700024,-0.681688696255915,-0.849038456577907,-0.765972393744195,1,0,0,2,1.09861228866811
"167","1990","HYUNDAI",8,-0.701884258149176,-0.640394864197832,-0.72963713700024,-0.681688696255915,0,0,1,1,0.693147180559945
"168","1991","HYUNDAI",8,-0.436836362787884,-0.413581734795327,-0.701884258149176,-0.640394864197832,1,0,0,5,1.79175946922805
"169","1992","HYUNDAI",8,-0.136604366006698,-0.151214636075894,-0.436836362787884,-0.413581734795327,1,0,0,7,2.07944154167984
"170","1993","HYUNDAI",8,-0.109990402596285,-0.0920349770458966,-0.136604366006698,-0.151214636075894,0,0,1,24,3.2188758248682
"171","1994","HYUNDAI",8,0.282989491762263,0.235533309093504,-0.109990402596285,-0.0920349770458966,1,0,0,35.4000015258789,3.59456881656244
"172","1995","HYUNDAI",8,0.388262782365406,0.350040104087364,0.282989491762263,0.235533309093504,1,0,0,90,4.51085950651685
"173","1996","HYUNDAI",8,0.340972985830921,0.31973336991555,0.388262782365406,0.350040104087364,0,0,1,104,4.65396035015752
"174","1997","HYUNDAI",8,0.727995171988082,0.706902531113146,0.340972985830921,0.31973336991555,1,0,0,110,4.70953020131233
"175","1998","HYUNDAI",8,0.378975604192191,0.38057621816955,0.727995171988082,0.706902531113146,0,1,0,31,3.46573590279973
"176","1999","HYUNDAI",8,0.60023124504367,0.646144563679537,0.378975604192191,0.38057621816955,1,0,0,99,4.60517018598809
"177","2000","HYUNDAI",8,0.519584933435331,0.647007754863557,0.60023124504367,0.646144563679537,0,0,1,191,5.25749537202778
"178","2001","HYUNDAI",8,0.705281004601203,0.82417533891929,0.519584933435331,0.647007754863557,1,0,0,118,4.77912349311153
"179","2002","HYUNDAI",8,0.634309528751821,0.73731535970916,0.705281004601203,0.82417533891929,0,0,1,190,5.25227342804663
"180","2003","HYUNDAI",8,0.617489837298312,0.709180364643896,0.634309528751821,0.73731535970916,0,0,1,144,4.97673374242057
"181","2004","HYUNDAI",8,0.741609286545913,0.830394722987263,0.617489837298312,0.709180364643896,1,0,0,29,3.40119738166216
"182","2005","HYUNDAI",8,0.773987861248959,0.856299297903932,0.741609286545913,0.830394722987263,0,0,1,9.4399995803833,2.34564454226132
"183","2006","HYUNDAI",8,0.824886885232198,0.890266642924463,0.773987861248959,0.856299297903932,0,0,1,0,0
"184","1983","NISSAN",9,0.364308614019838,0.299888125887874,0.438716915769181,0.349622172981379,0,0,1,384.679992675781,5.95500799110696
"185","1984","NISSAN",9,0.46175275893623,0.36711636275373,0.364308614019838,0.299888125887874,0,0,1,368.160003662109,5.91123016431749
"186","1985","NISSAN",9,0.485451896971332,0.370537034278059,0.46175275893623,0.36711636275373,0,0,1,258,5.55682806169954
"187","1986","NISSAN",9,0.268483145045454,0.188348980556221,0.485451896971332,0.370537034278059,0,1,0,259,5.56068163101553
"188","1987","NISSAN",9,0.224169254246617,0.143764825417937,0.268483145045454,0.188348980556221,0,0,1,219,5.39362754635236
"189","1988","NISSAN",9,0.0647711678491453,0.013407618270039,0.224169254246617,0.143764825417937,0,1,0,342,5.83773044716594
"190","1989","NISSAN",9,-0.0401050024909617,-0.0355989800981754,0.0647711678491453,0.013407618270039,0,1,0,366,5.90536184805457
"191","1990","NISSAN",9,0.528436899818332,0.382484303284117,-0.0401050024909617,-0.0355989800981754,1,0,0,333,5.8111409929767
"192","1991","NISSAN",9,0.17832338909106,0.122363571239554,0.528436899818332,0.382484303284117,0,1,0,302,5.71373280550937
"193","1992","NISSAN",9,0.199001050312164,0.137122265976588,0.17832338909106,0.122363571239554,0,0,1,185,5.2257466737132
"194","1993","NISSAN",9,-0.0783896007620681,-0.083598127052448,0.199001050312164,0.137122265976588,0,1,0,124,4.8283137373023
"195","1994","NISSAN",9,0.0397965750968558,0.0120383742955196,-0.0783896007620681,-0.083598127052448,1,0,0,133,4.89783979995091
"196","1995","NISSAN",9,0.122545622570315,0.0917310352981851,0.0397965750968558,0.0120383742955196,0,0,1,172,5.15329159449778
"197","1996","NISSAN",9,-0.0264582438251832,-0.0209554143340079,0.122545622570315,0.0917310352981851,0,1,0,204,5.32300997913841
"198","1997","NISSAN",9,-0.103483450777596,-0.0815447226963341,-0.0264582438251832,-0.0209554143340079,0,0,1,231,5.44673737166631
"199","1998","NISSAN",9,-0.118520195847685,-0.0847547218748509,-0.103483450777596,-0.0815447226963341,0,0,1,363.440002441406,5.89836193554472
"200","1999","NISSAN",9,-0.403340765199802,-0.315955633233651,-0.118520195847685,-0.0847547218748509,0,1,0,253,5.53733426701854
"201","2000","NISSAN",9,-0.551752798395284,-0.402361635774227,-0.403340765199802,-0.315955633233651,0,1,0,500.320007324219,6.21724463435319
"202","2001","NISSAN",9,-0.494563870262805,-0.336629484451439,-0.551752798395284,-0.402361635774227,0,0,1,623.039978027344,6.43621443366871
"203","2002","NISSAN",9,-0.558909629053873,-0.427975522573715,-0.494563870262805,-0.336629484451439,0,0,1,677.320007324219,6.51961916379333
"204","2003","NISSAN",9,-0.452187923937536,-0.341143899530589,-0.558909629053873,-0.427975522573715,1,0,0,708,6.56385552653213
"205","2004","NISSAN",9,-0.264776465732495,-0.183931144423845,-0.452187923937536,-0.341143899530589,1,0,0,903.880004882812,6.80780234361921
"206","2005","NISSAN",9,-0.115764748455506,-0.0667049206160951,-0.264776465732495,-0.183931144423845,1,0,0,594.719970703125,6.38977070883873
"207","2006","NISSAN",9,-0.222464455093969,-0.171856644466472,-0.115764748455506,-0.0667049206160951,0,1,0,0,0
"208","1983","PSA",11,0.723204040503476,0.496170797905529,0.816394160049619,0.561418416240505,0,0,1,99.120002746582,4.60636949399647
"209","1984","PSA",11,0.619086646359418,0.396606543924894,0.723204040503476,0.496170797905529,0,1,0,118,4.77912349311153
"210","1985","PSA",11,0.475665182041866,0.277726439508769,0.619086646359418,0.396606543924894,0,1,0,110.919998168945,4.71778431399684
"211","1986","PSA",11,0.454556796758584,0.277558564212365,0.475665182041866,0.277726439508769,0,0,1,110.919998168945,4.71778431399684
"212","1987","PSA",11,0.233508024549955,0.122425975952253,0.454556796758584,0.277558564212365,0,1,0,179.360000610352,5.19495485693696
"213","1988","PSA",11,0.155987082831965,0.0736358385822549,0.233508024549955,0.122425975952253,0,0,1,219.479995727539,5.3958069684473
"214","1989","PSA",11,0.19074103075667,0.109051829983064,0.155987082831965,0.0736358385822549,0,0,1,214.759994506836,5.37416665337187
"215","1990","PSA",11,0.364927925044077,0.237158770123132,0.19074103075667,0.109051829983064,1,0,0,221.839996337891,5.40645400871881
"216","1991","PSA",11,0.241204335041226,0.127113888673595,0.364927925044077,0.237158770123132,0,1,0,202.960006713867,5.31792392910452
"217","1992","PSA",11,0.0676359851313334,0.00926651549786423,0.241204335041226,0.127113888673595,0,1,0,158.119995117188,5.06965860385936
"218","1993","PSA",11,0.0496153743379623,-0.0329278247152155,0.0676359851313334,0.00926651549786423,0,0,1,118,4.77912349311153
"219","1994","PSA",11,0.0462761196777022,-0.002442143271655,0.0496153743379623,-0.0329278247152155,0,0,1,129.800003051758,4.87366946235458
"220","1995","PSA",11,-0.0589028387810142,-0.08403681551745,0.0462761196777022,-0.002442143271655,0,1,0,132.160003662109,4.8915514402084
"221","1996","PSA",11,-0.121735763403707,-0.122462779462043,-0.0589028387810142,-0.08403681551745,0,0,1,96.7600021362305,4.58251551727507
"222","1997","PSA",11,-0.147085912118007,-0.134430792880475,-0.121735763403707,-0.122462779462043,0,0,1,139.240005493164,4.94335527978272
"223","1998","PSA",11,-0.172388744650981,-0.092530541898281,-0.147085912118007,-0.134430792880475,0,0,1,186.440002441406,5.23345880722454
"224","1999","PSA",11,-0.244140796567674,-0.143453260223513,-0.172388744650981,-0.092530541898281,0,0,1,174.639999389648,5.1684364422185
"225","2000","PSA",11,-0.549133457293204,-0.323881218056739,-0.244140796567674,-0.143453260223513,0,1,0,217.119995117188,5.38504534767196
"226","2001","PSA",11,0.0306541533290008,0.162463596621253,-0.549133457293204,-0.323881218056739,1,0,0,287.920013427734,5.66614987965826
"227","2002","PSA",11,-0.200313642387621,-0.0595794580179473,0.0306541533290008,0.162463596621253,0,1,0,254.880004882812,5.54470860366437
"228","2003","PSA",11,-0.466113197285939,-0.265919469497381,-0.200313642387621,-0.0595794580179473,0,1,0,287.920013427734,5.66614987965826
"229","2004","PSA",11,-0.610324816106037,-0.37247685448035,-0.466113197285939,-0.265919469497381,0,1,0,384.679992675781,5.95500799110696
"230","2005","PSA",11,-0.537380544411134,-0.333261155726274,-0.610324816106037,-0.37247685448035,0,0,1,311.519989013672,5.74466843197454
"231","2006","PSA",11,-0.812429269768647,-0.554570945708573,-0.537380544411134,-0.333261155726274,0,1,0,0,0
"232","1983","RENAULT",12,0.787481790632598,0.629008359839496,0.974001561899533,0.759113169863754,0,1,0,120.360000610352,4.79876134006954
"233","1984","RENAULT",12,0.775000187349513,0.562543904335877,0.787481790632598,0.629008359839496,0,0,1,113.279998779297,4.73865156668089
"234","1985","RENAULT",12,0.703277319959287,0.481326333605119,0.775000187349513,0.562543904335877,0,0,1,99.120002746582,4.60636949399647
"235","1986","RENAULT",12,0.780514703687669,0.556726722208684,0.703277319959287,0.481326333605119,0,0,1,84.9599990844727,4.45388206112369
"236","1987","RENAULT",12,0.553836998023019,0.385097148486784,0.780514703687669,0.556726722208684,0,1,0,84.9599990844727,4.45388206112369
"237","1988","RENAULT",12,0.334946415615033,0.205504528648988,0.553836998023019,0.385097148486784,0,1,0,118,4.77912349311153
"238","1989","RENAULT",12,0.28084171076949,0.177344660324592,0.334946415615033,0.205504528648988,0,0,1,115.639999389648,4.75909226302757
"239","1990","RENAULT",12,0.371794638316596,0.22096861591354,0.28084171076949,0.177344660324592,0,0,1,108.559997558594,4.69647232211114
"240","1991","RENAULT",12,0.0649728057050362,0.000991904399543317,0.371794638316596,0.22096861591354,0,1,0,155.759994506836,5.05471593828956
"241","1992","RENAULT",12,0.108318730314105,0.0587516442208629,0.0649728057050362,0.000991904399543317,0,0,1,113.279998779297,4.73865156668089
"242","1993","RENAULT",12,0.0558414537055662,-0.00579425058988609,0.108318730314105,0.0587516442208629,0,0,1,113.279998779297,4.73865156668089
"243","1994","RENAULT",12,0.0330285126895605,-0.00603259691747646,0.0558414537055662,-0.00579425058988609,0,0,1,103.839996337891,4.65243534352475
"244","1995","RENAULT",12,0.215382619346671,0.125721050831554,0.0330285126895605,-0.00603259691747646,1,0,0,120.360000610352,4.79876134006954
"245","1996","RENAULT",12,-0.0573776422302968,-0.0694995770898673,0.215382619346671,0.125721050831554,0,1,0,87.3199996948242,4.48096657907344
"246","1997","RENAULT",12,-0.10436367493142,-0.1030483106348,-0.0573776422302968,-0.0694995770898673,0,0,1,122.720001220703,4.81802095768353
"247","1998","RENAULT",12,-0.0516038851948837,0.0141711828332725,-0.10436367493142,-0.1030483106348,0,0,1,236,5.46806014113513
"248","1999","RENAULT",12,-0.275816135071811,-0.156570004288069,-0.0516038851948837,0.0141711828332725,0,1,0,309.160003662109,5.73708830516984
"249","2000","RENAULT",12,-0.478854881263141,-0.284530968039213,-0.275816135071811,-0.156570004288069,0,1,0,14.1599998474121,2.71866037014906
"250","2001","RENAULT",12,-0.180941958103329,-0.0406547107958446,-0.478854881263141,-0.284530968039213,1,0,0,16.5200004577637,2.86334311163631
"251","2002","RENAULT",12,-0.373073265159573,-0.241855110793373,-0.180941958103329,-0.0406547107958446,0,1,0,7.07999992370605,2.08939186309068
"252","2003","RENAULT",12,-0.559918537186997,-0.393550125328732,-0.373073265159573,-0.241855110793373,0,1,0,16.5200004577637,2.86334311163631
"253","2004","RENAULT",12,-0.71624085534229,-0.505127686213211,-0.559918537186997,-0.393550125328732,0,1,0,14.1599998474121,2.71866037014906
"254","2005","RENAULT",12,-0.929772476610677,-0.67211373949225,-0.71624085534229,-0.505127686213211,0,1,0,0,0
"255","2006","RENAULT",12,-1.26094691505983,-0.943540856621825,-0.929772476610677,-0.67211373949225,0,1,0,0,0
"256","1983","SUZUKI",13,-0.334408151555444,-0.380810096176236,-0.217782589128713,-0.303404341088221,0,1,0,5,1.79175946922805
"257","1984","SUZUKI",13,-0.0705672222972858,-0.171465853138247,-0.334408151555444,-0.380810096176236,1,0,0,4,1.6094379124341
"258","1985","SUZUKI",13,-0.0778052773158845,-0.152514460420106,-0.0705672222972858,-0.171465853138247,0,0,1,16,2.83321334405622
"259","1986","SUZUKI",13,0.00711286870252309,-0.058300856752467,-0.0778052773158845,-0.152514460420106,0,0,1,3,1.38629436111989
"260","1987","SUZUKI",13,-0.0873500497551185,-0.140997053770747,0.00711286870252309,-0.058300856752467,0,0,1,7,2.07944154167984
"261","1988","SUZUKI",13,-0.210023988427186,-0.254501061507909,-0.0873500497551185,-0.140997053770747,0,1,0,17,2.89037175789616
"262","1989","SUZUKI",13,-0.181664302428927,-0.223871633402259,-0.210023988427186,-0.254501061507909,0,0,1,49,3.91202300542815
"263","1990","SUZUKI",13,-0.0529214707043768,-0.131820406864169,-0.181664302428927,-0.223871633402259,1,0,0,51.9199981689453,3.96878130464633
"264","1991","SUZUKI",13,-0.0989595164975409,-0.151814668372743,-0.0529214707043768,-0.131820406864169,0,0,1,47.2000007629395,3.87535903688517
"265","1992","SUZUKI",13,-0.231175159520075,-0.239696081258406,-0.0989595164975409,-0.151814668372743,0,1,0,19,2.99573227355399
"266","1993","SUZUKI",13,-0.229209343159217,-0.237150890059673,-0.231175159520075,-0.239696081258406,0,0,1,33,3.52636052461616
"267","1994","SUZUKI",13,0.290653308155864,0.179840342874671,-0.229209343159217,-0.237150890059673,1,0,0,16,2.83321334405622
"268","1995","SUZUKI",13,0.32096797310251,0.256552906399961,0.290653308155864,0.179840342874671,0,0,1,14,2.70805020110221
"269","1996","SUZUKI",13,0.570542810239964,0.514495213897217,0.32096797310251,0.256552906399961,1,0,0,35,3.58351893845611
"270","1997","SUZUKI",13,0.510229583898495,0.469588752253776,0.570542810239964,0.514495213897217,0,0,1,45,3.8286413964891
"271","1998","SUZUKI",13,0.395825838069346,0.400532477089605,0.510229583898495,0.469588752253776,0,1,0,75,4.33073334028633
"272","1999","SUZUKI",13,0.206101656228665,0.263521568583427,0.395825838069346,0.400532477089605,0,1,0,66,4.20469261939097
"273","2000","SUZUKI",13,0.105928893205663,0.19151508687909,0.206101656228665,0.263521568583427,0,1,0,66,4.20469261939097
"274","2001","SUZUKI",13,0.369243124426462,0.389283310657416,0.105928893205663,0.19151508687909,1,0,0,85,4.45434729625351
"275","2002","SUZUKI",13,0.0618773277935126,0.118416392884939,0.369243124426462,0.389283310657416,0,1,0,43,3.78418963391826
"276","2003","SUZUKI",13,-0.247011900300181,-0.126402055980545,0.0618773277935126,0.118416392884939,0,1,0,38,3.66356164612965
"277","2004","SUZUKI",13,-0.295775223021641,-0.140476645982582,-0.247011900300181,-0.126402055980545,0,0,1,27,3.3322045101752
"278","2005","SUZUKI",13,-0.39855268126879,-0.211842181965632,-0.295775223021641,-0.140476645982582,0,1,0,4,1.6094379124341
"279","2006","SUZUKI",13,-0.273495418185744,-0.117165238382556,-0.39855268126879,-0.211842181965632,1,0,0,0,0
"280","1983","TOYOTA",14,-0.295058950259257,-0.273040859217032,-0.304928127049488,-0.287405967775681,0,0,1,231,5.44673737166631
"281","1984","TOYOTA",14,-0.288584735512578,-0.266616214792388,-0.295058950259257,-0.273040859217032,0,0,1,297,5.6970934865054
"282","1985","TOYOTA",14,-0.120241110572569,-0.1480070918818,-0.288584735512578,-0.266616214792388,1,0,0,414,6.0282785202307
"283","1986","TOYOTA",14,-0.165263587013801,-0.180359471162692,-0.120241110572569,-0.1480070918818,0,0,1,468,6.15060276844628
"284","1987","TOYOTA",14,-0.148680412440644,-0.187096722099942,-0.165263587013801,-0.180359471162692,0,0,1,315,5.75574221358691
"285","1988","TOYOTA",14,-0.370063524244132,-0.343809195914385,-0.148680412440644,-0.187096722099942,0,1,0,253,5.53733426701854
"286","1989","TOYOTA",14,-0.394545318033926,-0.346734033222246,-0.370063524244132,-0.343809195914385,0,0,1,207,5.33753807970132
"287","1990","TOYOTA",14,-0.0872430304267648,-0.0973801850224326,-0.394545318033926,-0.346734033222246,1,0,0,228,5.43372200355424
"288","1991","TOYOTA",14,-0.288958627072381,-0.255966669710499,-0.0872430304267648,-0.0973801850224326,0,1,0,219.479995727539,5.3958069684473
"289","1992","TOYOTA",14,0.119764366276019,0.0555565216206882,-0.288958627072381,-0.255966669710499,1,0,0,226.559997558594,5.42741392915382
"290","1993","TOYOTA",14,0.062061918358714,0.00212468231925877,0.119764366276019,0.0555565216206882,0,0,1,273.760009765625,5.61589802488806
"291","1994","TOYOTA",14,0.435328573552953,0.28729611847358,0.062061918358714,0.00212468231925877,1,0,0,302.079986572266,5.71399675275891
"292","1995","TOYOTA",14,0.584861124117513,0.441360900941218,0.435328573552953,0.28729611847358,1,0,0,377.600006103516,5.9364802548965
"293","1996","TOYOTA",14,0.534379769439326,0.414319172003081,0.584861124117513,0.441360900941218,0,0,1,844.880004882812,6.74037751134625
"294","1997","TOYOTA",14,0.455348222792671,0.357150490518322,0.534379769439326,0.414319172003081,0,0,1,1012.44000244141,6.9211057657593
"295","1998","TOYOTA",14,0.447826665745936,0.374326758140472,0.455348222792671,0.357150490518322,0,0,1,776.440002441406,6.65600647379791
"296","1999","TOYOTA",14,0.216629886067641,0.177815393634753,0.447826665745936,0.374326758140472,0,1,0,910.960021972656,6.81559615355723
"297","2000","TOYOTA",14,0.182395020101072,0.188430597763246,0.216629886067641,0.177815393634753,0,0,1,946.359985351562,6.85367915332109
"298","2001","TOYOTA",14,0.127919734045276,0.187671872929528,0.182395020101072,0.188430597763246,0,0,1,1281.47998046875,7.15655096715214
"299","2002","TOYOTA",14,-0.0834944922551575,-0.016450308254482,0.127919734045276,0.187671872929528,0,1,0,974.679992675781,6.88313465629311
"300","2003","TOYOTA",14,-0.123332680661315,-0.0630216508621469,-0.0834944922551575,-0.016450308254482,0,0,1,932.200012207031,6.83861955322811
"301","2004","TOYOTA",14,-0.172043366448854,-0.0800954384181793,-0.123332680661315,-0.0630216508621469,0,0,1,1161.11999511719,7.05800119810196
"302","2005","TOYOTA",14,-0.118362075642962,-0.00521355738325335,-0.172043366448854,-0.0800954384181793,0,0,1,597.080017089844,6.39372455284171
"303","2006","TOYOTA",14,-0.278132321828333,-0.118251141367696,-0.118362075642962,-0.00521355738325335,0,1,0,0,0
"304","1983","VW",15,0.123380229230123,-0.00688469719060261,0.188802748285778,0.047222556829423,0,0,1,49.560001373291,3.92316077700021
"305","1984","VW",15,0.114946957672587,-0.0250224104862657,0.123380229230123,-0.00688469719060261,0,0,1,40.1199989318848,3.71649459517134
"306","1985","VW",15,0.0849863199492691,-0.0372981318086758,0.114946957672587,-0.0250224104862657,0,0,1,75.5199966430664,4.33755210070204
"307","1986","VW",15,0.166924898657202,0.0785441554525714,0.0849863199492691,-0.0372981318086758,0,0,1,99.120002746582,4.60636949399647
"308","1987","VW",15,0.0454843645323248,-0.0313916662814058,0.166924898657202,0.0785441554525714,0,1,0,77.879997253418,4.36792767547463
"309","1988","VW",15,-0.119479316692637,-0.161053871599995,0.0454843645323248,-0.0313916662814058,0,1,0,82.5999984741211,4.42604350183852
"310","1989","VW",15,-0.200244449297785,-0.211223815682805,-0.119479316692637,-0.161053871599995,0,0,1,115.639999389648,4.75909226302757
"311","1990","VW",15,-0.0488926160182102,-0.0943199229435427,-0.200244449297785,-0.211223815682805,1,0,0,127.440002441406,4.85546188822946
"312","1991","VW",15,0.0510786778358343,-0.00648938464751353,-0.0488926160182102,-0.0943199229435427,0,0,1,153.399993896484,5.03954659806013
"313","1992","VW",15,0.098041675244897,0.0533872795820758,0.0510786778358343,-0.00648938464751353,0,0,1,87.3199996948242,4.48096657907344
"314","1993","VW",15,0.0590964149803371,0.00510551667011627,0.098041675244897,0.0533872795820758,0,0,1,73.1600036621094,4.30622497063879
"315","1994","VW",15,-0.159547618552544,-0.149886288602725,0.0590964149803371,0.00510551667011627,0,1,0,75.5199966430664,4.33755210070204
"316","1995","VW",15,0.0296776084072897,0.0207095240848011,-0.159547618552544,-0.149886288602725,1,0,0,66.0800018310547,4.20588596425159
"317","1996","VW",15,-0.0754280299371856,-0.0377208533343818,0.0296776084072897,0.0207095240848011,0,1,0,110.919998168945,4.71778431399684
"318","1997","VW",15,0.170290724706411,0.154014393294535,-0.0754280299371856,-0.0377208533343818,1,0,0,346.920013427734,5.8519726068837
"319","1998","VW",15,0.118729560460471,0.184775222208844,0.170290724706411,0.154014393294535,0,0,1,523.919982910156,6.26324583747104
"320","1999","VW",15,0.0259686093072879,0.101146705995999,0.118729560460471,0.184775222208844,0,0,1,840.159973144531,6.7347818596538
"321","2000","VW",15,-0.0509057387565496,0.0709480817709669,0.0259686093072879,0.101146705995999,0,0,1,1132.80004882812,7.03333014495611
"322","2001","VW",15,0.203026228702755,0.282788635064776,-0.0509057387565496,0.0709480817709669,1,0,0,512.119995117188,6.24050972642892
"323","2002","VW",15,-0.158220283071642,-0.0475828569685633,0.203026228702755,0.282788635064776,0,1,0,488.519989013672,6.19342529671122
"324","2003","VW",15,-0.281153854125256,-0.149738400678428,-0.158220283071642,-0.0475828569685633,0,1,0,559.320007324219,6.32850806216898
"325","2004","VW",15,-0.252875121204232,-0.133726181486499,-0.281153854125256,-0.149738400678428,0,0,1,455.480010986328,6.12354491153268
"326","2005","VW",15,-0.207018463590678,-0.109621366943929,-0.252875121204232,-0.133726181486499,0,0,1,202.960006713867,5.31792392910452
"327","2006","VW",15,-0.150877903591553,-0.0605302853803198,-0.207018463590678,-0.109621366943929,0,0,1,0,0
